Character,NFD,NFC,NFD Escaped,NFC Escaped,NFD Code Points,NFC Code Points,AnyAscii,Languages
"ᐤ","ᐤ","ᐤ","\u1424","\u1424","U+1424","U+1424","w","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐸ","ᐸ","ᐸ","\u1438","\u1438","U+1438","U+1438","pa","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐯ","ᐯ","ᐯ","\u142F","\u142F","U+142F","U+142F","pe","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐱ","ᐱ","ᐱ","\u1431","\u1431","U+1431","U+1431","pi","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐳ","ᐳ","ᐳ","\u1433","\u1433","U+1433","U+1433","po","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑊ","ᑊ","ᑊ","\u144A","\u144A","U+144A","U+144A","p","maskwacis-cree,pafnw-nehiyawewin"
"ᐦ","ᐦ","ᐦ","\u1426","\u1426","U+1426","U+1426","h","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑕ","ᑕ","ᑕ","\u1455","\u1455","U+1455","U+1455","ta","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑌ","ᑌ","ᑌ","\u144C","\u144C","U+144C","U+144C","te","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑎ","ᑎ","ᑎ","\u144E","\u144E","U+144E","U+144E","ti","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑐ","ᑐ","ᑐ","\u1450","\u1450","U+1450","U+1450","to","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐟ","ᐟ","ᐟ","\u141F","\u141F","U+141F","U+141F","t","maskwacis-cree,pafnw-nehiyawewin"
"ᑲ","ᑲ","ᑲ","\u1472","\u1472","U+1472","U+1472","ka","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑫ","ᑫ","ᑫ","\u146B","\u146B","U+146B","U+146B","ke","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑭ","ᑭ","ᑭ","\u146D","\u146D","U+146D","U+146D","ki","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑯ","ᑯ","ᑯ","\u146F","\u146F","U+146F","U+146F","ko","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐠ","ᐠ","ᐠ","\u1420","\u1420","U+1420","U+1420","k","maskwacis-cree,pafnw-nehiyawewin"
"ᒐ","ᒐ","ᒐ","\u1490","\u1490","U+1490","U+1490","ca","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒉ","ᒉ","ᒉ","\u1489","\u1489","U+1489","U+1489","ce","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒋ","ᒋ","ᒋ","\u148B","\u148B","U+148B","U+148B","ci","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒍ","ᒍ","ᒍ","\u148D","\u148D","U+148D","U+148D","co","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐨ","ᐨ","ᐨ","\u1428","\u1428","U+1428","U+1428","c","maskwacis-cree,pafnw-nehiyawewin"
"ᒪ","ᒪ","ᒪ","\u14AA","\u14AA","U+14AA","U+14AA","ma","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒣ","ᒣ","ᒣ","\u14A3","\u14A3","U+14A3","U+14A3","me","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒥ","ᒥ","ᒥ","\u14A5","\u14A5","U+14A5","U+14A5","mi","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒧ","ᒧ","ᒧ","\u14A7","\u14A7","U+14A7","U+14A7","mo","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒼ","ᒼ","ᒼ","\u14BC","\u14BC","U+14BC","U+14BC","m","maskwacis-cree,pafnw-nehiyawewin"
"ᓇ","ᓇ","ᓇ","\u14C7","\u14C7","U+14C7","U+14C7","na","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᓀ","ᓀ","ᓀ","\u14C0","\u14C0","U+14C0","U+14C0","ne","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᓂ","ᓂ","ᓂ","\u14C2","\u14C2","U+14C2","U+14C2","ni","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᓄ","ᓄ","ᓄ","\u14C4","\u14C4","U+14C4","U+14C4","no","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐣ","ᐣ","ᐣ","\u1423","\u1423","U+1423","U+1423","n","maskwacis-cree,pafnw-nehiyawewin"
"ᓴ","ᓴ","ᓴ","\u14F4","\u14F4","U+14F4","U+14F4","sa","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᓭ","ᓭ","ᓭ","\u14ED","\u14ED","U+14ED","U+14ED","se","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᓯ","ᓯ","ᓯ","\u14EF","\u14EF","U+14EF","U+14EF","si","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᓱ","ᓱ","ᓱ","\u14F1","\u14F1","U+14F1","U+14F1","so","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐢ","ᐢ","ᐢ","\u1422","\u1422","U+1422","U+1422","s","maskwacis-cree,pafnw-nehiyawewin"
"ᔭ","ᔭ","ᔭ","\u152D","\u152D","U+152D","U+152D","ya","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᔦ","ᔦ","ᔦ","\u1526","\u1526","U+1526","U+1526","ye","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᔨ","ᔨ","ᔨ","\u1528","\u1528","U+1528","U+1528","yi","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᔪ","ᔪ","ᔪ","\u152A","\u152A","U+152A","U+152A","yo","maskwacis-cree,pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐩ","ᐩ","ᐩ","\u1429","\u1429","U+1429","U+1429","n","maskwacis-cree,pafnw-nehiyawewin"
"ng","ng","ng","\u006E\u0067","\u006E\u0067","U+006E U+0067","U+006E U+0067","ng","nadleh-stella-whutenne,nakazdli-dakelh,saikuz-dakelh"
"u̲","u̲","u̲","\u0075\u0332","\u0075\u0332","U+0075 U+0332","U+0075 U+0332","u","nadleh-stella-whutenne"
"z̲","z̲","z̲","\u007A\u0332","\u007A\u0332","U+007A U+0332","U+007A U+0332","z","nadleh-stella-whutenne,saikuz-dakelh"
"'a","'a","'a","\u0027\u0061","\u0027\u0061","U+0027 U+0061","U+0027 U+0061","'a","nakazdli-dakelh"
"'e","'e","'e","\u0027\u0065","\u0027\u0065","U+0027 U+0065","U+0027 U+0065","'e","nakazdli-dakelh"
"'i","'i","'i","\u0027\u0069","\u0027\u0069","U+0027 U+0069","U+0027 U+0069","'i","nakazdli-dakelh"
"'o","'o","'o","\u0027\u006F","\u0027\u006F","U+0027 U+006F","U+0027 U+006F","'o","nakazdli-dakelh"
"t̲s̲'","t̲s̲'","t̲s̲'","\u0074\u0332\u0073\u0332\u0027","\u0074\u0332\u0073\u0332\u0027","U+0074 U+0332 U+0073 U+0332 U+0027","U+0074 U+0332 U+0073 U+0332 U+0027","ts'","nakazdli-dakelh"
"'u","'u","'u","\u0027\u0075","\u0027\u0075","U+0027 U+0075","U+0027 U+0075","'u","nakazdli-dakelh"
"ẕ","ẕ","ẕ","\u007A\u0331","\u1E95","U+007A U+0331","U+1E95","z","nakazdli-dakelh,tahltan"
"c'","c'","c'","\u0063\u0027","\u0063\u0027","U+0063 U+0027","U+0063 U+0027","c'","neduten-lake-babine"
".",".",".","\u002E","\u002E","U+002E","U+002E",".","nlakapamuxcheen"
"A","A","A","\u0041","\u0041","U+0041","U+0041","A","nlakapamuxcheen,sencoten"
"TS","TS","TS","\u0054\u0053","\u0054\u0053","U+0054 U+0053","U+0054 U+0053","TS","nlakapamuxcheen"
"E","E","E","\u0045","\u0045","U+0045","U+0045","E","nlakapamuxcheen,sencoten"
"g̲","g̲","g̲","\u0067\u0332","\u0067\u0332","U+0067 U+0332","U+0067 U+0332","g","nlakapamuxcheen"
"EE","EE","EE","\u0045\u0045","\u0045\u0045","U+0045 U+0045","U+0045 U+0045","EE","nlakapamuxcheen"
"I","I","I","\u0049","\u0049","U+0049","U+0049","I","nlakapamuxcheen,sencoten"
"K","K","K","\u004B","\u004B","U+004B","U+004B","K","nlakapamuxcheen,sencoten"
"Kw","Kw","Kw","\u004B\u0077","\u004B\u0077","U+004B U+0077","U+004B U+0077","Kw","nlakapamuxcheen"
"TL","TL","TL","\u0054\u004C","\u0054\u004C","U+0054 U+004C","U+0054 U+004C","TL","nlakapamuxcheen"
"k̲","k̲","k̲","\u006B\u0332","\u006B\u0332","U+006B U+0332","U+006B U+0332","k","nlakapamuxcheen"
"K̲","K̲","K̲","\u004B\u0332","\u004B\u0332","U+004B U+0332","U+004B U+0332","K","nlakapamuxcheen"
"K̲w","K̲w","K̲w","\u004B\u0332\u0077","\u004B\u0332\u0077","U+004B U+0332 U+0077","U+004B U+0332 U+0077","Kw","nlakapamuxcheen"
"OO","OO","OO","\u004F\u004F","\u004F\u004F","U+004F U+004F","U+004F U+004F","OO","nlakapamuxcheen"
"hh","hh","hh","\u0068\u0068","\u0068\u0068","U+0068 U+0068","U+0068 U+0068","hh","nlakapamuxcheen"
"wuh","wuh","wuh","\u0077\u0075\u0068","\u0077\u0075\u0068","U+0077 U+0075 U+0068","U+0077 U+0075 U+0068","wuh","nlakapamuxcheen"
"h̲h̲","h̲h̲","h̲h̲","\u0068\u0332\u0068\u0332","\u0068\u0332\u0068\u0332","U+0068 U+0332 U+0068 U+0332","U+0068 U+0332 U+0068 U+0332","hh","nlakapamuxcheen"
"w̲u̲h̲","w̲u̲h̲","w̲u̲h̲","\u0077\u0332\u0075\u0332\u0068\u0332","\u0077\u0332\u0075\u0332\u0068\u0332","U+0077 U+0332 U+0075 U+0332 U+0068 U+0332","U+0077 U+0332 U+0075 U+0332 U+0068 U+0332","wuh","nlakapamuxcheen"
"íi","íi","íi","\u0069\u0301\u0069","\u00ED\u0069","U+0069 U+0301 U+0069","U+00ED U+0069","ii","northern-statimcets"
"áo","áo","áo","\u0061\u0301\u006F","\u00E1\u006F","U+0061 U+0301 U+006F","U+00E1 U+006F","ao","northern-statimcets"
"ᐄ","ᐄ","ᐄ","\u1404","\u1404","U+1404","U+1404","ii","pafnw-anihsinapemowin"
"ᐆ","ᐆ","ᐆ","\u1406","\u1406","U+1406","U+1406","oo","pafnw-anihsinapemowin"
"ᐋ","ᐋ","ᐋ","\u140B","\u140B","U+140B","U+140B","aa","pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᐲ","ᐲ","ᐲ","\u1432","\u1432","U+1432","U+1432","pii","pafnw-anihsinapemowin"
"ᐴ","ᐴ","ᐴ","\u1434","\u1434","U+1434","U+1434","poo","pafnw-anihsinapemowin"
"ᐹ","ᐹ","ᐹ","\u1439","\u1439","U+1439","U+1439","paa","pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑉ","ᑉ","ᑉ","\u1449","\u1449","U+1449","U+1449","p","pafnw-anihsinapemowin"
"ᑏ","ᑏ","ᑏ","\u144F","\u144F","U+144F","U+144F","tii","pafnw-anihsinapemowin"
"ᑑ","ᑑ","ᑑ","\u1451","\u1451","U+1451","U+1451","too","pafnw-anihsinapemowin"
"ᑖ","ᑖ","ᑖ","\u1456","\u1456","U+1456","U+1456","taa","pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᑦ","ᑦ","ᑦ","\u1466","\u1466","U+1466","U+1466","t","pafnw-anihsinapemowin"
"ᑮ","ᑮ","ᑮ","\u146E","\u146E","U+146E","U+146E","kii","pafnw-anihsinapemowin"
"ᑰ","ᑰ","ᑰ","\u1470","\u1470","U+1470","U+1470","koo","pafnw-anihsinapemowin"
"ᑳ","ᑳ","ᑳ","\u1473","\u1473","U+1473","U+1473","kaa","pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒃ","ᒃ","ᒃ","\u1483","\u1483","U+1483","U+1483","k","pafnw-anihsinapemowin"
"ᒌ","ᒌ","ᒌ","\u148C","\u148C","U+148C","U+148C","cii","pafnw-anihsinapemowin"
"ᒎ","ᒎ","ᒎ","\u148E","\u148E","U+148E","U+148E","coo","pafnw-anihsinapemowin"
"ᒑ","ᒑ","ᒑ","\u1491","\u1491","U+1491","U+1491","caa","pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒡ","ᒡ","ᒡ","\u14A1","\u14A1","U+14A1","U+14A1","c","pafnw-anihsinapemowin"
"ᒦ","ᒦ","ᒦ","\u14A6","\u14A6","U+14A6","U+14A6","mii","pafnw-anihsinapemowin"
"ᒨ","ᒨ","ᒨ","\u14A8","\u14A8","U+14A8","U+14A8","moo","pafnw-anihsinapemowin"
"ᒫ","ᒫ","ᒫ","\u14AB","\u14AB","U+14AB","U+14AB","maa","pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᒻ","ᒻ","ᒻ","\u14BB","\u14BB","U+14BB","U+14BB","m","pafnw-anihsinapemowin"
"ᓃ","ᓃ","ᓃ","\u14C3","\u14C3","U+14C3","U+14C3","nii","pafnw-anihsinapemowin"
"ᓅ","ᓅ","ᓅ","\u14C5","\u14C5","U+14C5","U+14C5","noo","pafnw-anihsinapemowin"
"ᓈ","ᓈ","ᓈ","\u14C8","\u14C8","U+14C8","U+14C8","naa","pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᓐ","ᓐ","ᓐ","\u14D0","\u14D0","U+14D0","U+14D0","n","pafnw-anihsinapemowin"
"ᓰ","ᓰ","ᓰ","\u14F0","\u14F0","U+14F0","U+14F0","sii","pafnw-anihsinapemowin"
"ᓲ","ᓲ","ᓲ","\u14F2","\u14F2","U+14F2","U+14F2","soo","pafnw-anihsinapemowin"
"ᓵ","ᓵ","ᓵ","\u14F5","\u14F5","U+14F5","U+14F5","saa","pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᔅ","ᔅ","ᔅ","\u1505","\u1505","U+1505","U+1505","s","pafnw-anihsinapemowin"
"ᔐ","ᔐ","ᔐ","\u1510","\u1510","U+1510","U+1510","she","pafnw-anihsinapemowin"
"ᔑ","ᔑ","ᔑ","\u1511","\u1511","U+1511","U+1511","shi","pafnw-anihsinapemowin"
"ᔓ","ᔓ","ᔓ","\u1513","\u1513","U+1513","U+1513","sho","pafnw-anihsinapemowin"
"ᔕ","ᔕ","ᔕ","\u1515","\u1515","U+1515","U+1515","sha","pafnw-anihsinapemowin"
"ᔒ","ᔒ","ᔒ","\u1512","\u1512","U+1512","U+1512","shii","pafnw-anihsinapemowin"
"ᔔ","ᔔ","ᔔ","\u1514","\u1514","U+1514","U+1514","shoo","pafnw-anihsinapemowin"
"ᔖ","ᔖ","ᔖ","\u1516","\u1516","U+1516","U+1516","shaa","pafnw-anihsinapemowin"
"ᔥ","ᔥ","ᔥ","\u1525","\u1525","U+1525","U+1525","sh","pafnw-anihsinapemowin"
"ᔩ","ᔩ","ᔩ","\u1529","\u1529","U+1529","U+1529","yii","pafnw-anihsinapemowin"
"ᔫ","ᔫ","ᔫ","\u152B","\u152B","U+152B","U+152B","yoo","pafnw-anihsinapemowin"
"ᔮ","ᔮ","ᔮ","\u152E","\u152E","U+152E","U+152E","yaa","pafnw-anihsinapemowin,pafnw-nehiyawewin"
"ᔾ","ᔾ","ᔾ","\u153E","\u153E","U+153E","U+153E","y","pafnw-anihsinapemowin"
"ᐧᐁ","ᐧᐁ","ᐧᐁ","\u1427\u1401","\u1427\u1401","U+1427 U+1401","U+1427 U+1401","we","pafnw-anihsinapemowin"
"ᐧᐃ","ᐧᐃ","ᐧᐃ","\u1427\u1403","\u1427\u1403","U+1427 U+1403","U+1427 U+1403","wi","pafnw-anihsinapemowin"
"ᐧᐅ","ᐧᐅ","ᐧᐅ","\u1427\u1405","\u1427\u1405","U+1427 U+1405","U+1427 U+1405","wo","pafnw-anihsinapemowin"
"ᐧᐊ","ᐧᐊ","ᐧᐊ","\u1427\u140A","\u1427\u140A","U+1427 U+140A","U+1427 U+140A","wa","pafnw-anihsinapemowin"
"ᐧᐄ","ᐧᐄ","ᐧᐄ","\u1427\u1404","\u1427\u1404","U+1427 U+1404","U+1427 U+1404","wii","pafnw-anihsinapemowin"
"ᐧᐆ","ᐧᐆ","ᐧᐆ","\u1427\u1406","\u1427\u1406","U+1427 U+1406","U+1427 U+1406","woo","pafnw-anihsinapemowin"
"ᐧᐋ","ᐧᐋ","ᐧᐋ","\u1427\u140B","\u1427\u140B","U+1427 U+140B","U+1427 U+140B","waa","pafnw-anihsinapemowin"
"ᐁᐧ","ᐁᐧ","ᐁᐧ","\u1401\u1427","\u1401\u1427","U+1401 U+1427","U+1401 U+1427","ew","pafnw-nehiyawewin"
"ᐃᐧ","ᐃᐧ","ᐃᐧ","\u1403\u1427","\u1403\u1427","U+1403 U+1427","U+1403 U+1427","iw","pafnw-nehiyawewin"
"ᐅᐧ","ᐅᐧ","ᐅᐧ","\u1405\u1427","\u1405\u1427","U+1405 U+1427","U+1405 U+1427","ow","pafnw-nehiyawewin"
"ᐊᐧ","ᐊᐧ","ᐊᐧ","\u140A\u1427","\u140A\u1427","U+140A U+1427","U+140A U+1427","aw","pafnw-nehiyawewin"
"ᐋᐧ","ᐋᐧ","ᐋᐧ","\u140B\u1427","\u140B\u1427","U+140B U+1427","U+140B U+1427","aaw","pafnw-nehiyawewin"
"ᓬ","ᓬ","ᓬ","\u14EC","\u14EC","U+14EC","U+14EC","l","pafnw-nehiyawewin"
"ᕒ","ᕒ","ᕒ","\u1552","\u1552","U+1552","U+1552","r","pafnw-nehiyawewin"
"᙮","᙮","᙮","\u166E","\u166E","U+166E","U+166E",".","pafnw-nehiyawewin"
"t̲s̲’","t̲s̲’","t̲s̲’","\u0074\u0332\u0073\u0332\u2019","\u0074\u0332\u0073\u0332\u2019","U+0074 U+0332 U+0073 U+0332 U+2019","U+0074 U+0332 U+0073 U+0332 U+2019","ts'","saikuz-dakelh"
"Á","Á","Á","\u0041\u0301","\u00C1","U+0041 U+0301","U+00C1","A","sencoten"
"Ⱥ","Ⱥ","Ⱥ","\u023A","\u023A","U+023A","U+023A","A","sencoten"
"B","B","B","\u0042","\u0042","U+0042","U+0042","B","sencoten"
"C","C","C","\u0043","\u0043","U+0043","U+0043","C","sencoten"
"Ć","Ć","Ć","\u0043\u0301","\u0106","U+0043 U+0301","U+0106","C","sencoten"
"Ȼ","Ȼ","Ȼ","\u023B","\u023B","U+023B","U+023B","C","sencoten"
"D","D","D","\u0044","\u0044","U+0044","U+0044","D","sencoten"
"H","H","H","\u0048","\u0048","U+0048","U+0048","H","sencoten"
"Í","Í","Í","\u0049\u0301","\u00CD","U+0049 U+0301","U+00CD","I","sencoten"
"J","J","J","\u004A","\u004A","U+004A","U+004A","J","sencoten"
"₭","₭","₭","\u20AD","\u20AD","U+20AD","U+20AD","K","sencoten"
"Ḵ","Ḵ","Ḵ","\u004B\u0331","\u1E34","U+004B U+0331","U+1E34","K","sencoten"
"Ḱ","Ḱ","Ḱ","\u004B\u0301","\u1E30","U+004B U+0301","U+1E30","K","sencoten"
"L","L","L","\u004C","\u004C","U+004C","U+004C","L","sencoten"
"Ƚ","Ƚ","Ƚ","\u023D","\u023D","U+023D","U+023D","L","sencoten"
"M","M","M","\u004D","\u004D","U+004D","U+004D","M","sencoten"
"N","N","N","\u004E","\u004E","U+004E","U+004E","N","sencoten"
"Ṉ","Ṉ","Ṉ","\u004E\u0331","\u1E48","U+004E U+0331","U+1E48","N","sencoten"
"O","O","O","\u004F","\u004F","U+004F","U+004F","O","sencoten"
"P","P","P","\u0050","\u0050","U+0050","U+0050","P","sencoten"
"Q","Q","Q","\u0051","\u0051","U+0051","U+0051","Q","sencoten"
"S","S","S","\u0053","\u0053","U+0053","U+0053","S","sencoten"
"Ś","Ś","Ś","\u0053\u0301","\u015A","U+0053 U+0301","U+015A","S","sencoten"
"T","T","T","\u0054","\u0054","U+0054","U+0054","T","sencoten"
"Ⱦ","Ⱦ","Ⱦ","\u023E","\u023E","U+023E","U+023E","T","sencoten"
"Ṯ","Ṯ","Ṯ","\u0054\u0331","\u1E6E","U+0054 U+0331","U+1E6E","T","sencoten"
"Ŧ","Ŧ","Ŧ","\u0166","\u0166","U+0166","U+0166","T","sencoten"
"U","U","U","\u0055","\u0055","U+0055","U+0055","U","sencoten"
"W","W","W","\u0057","\u0057","U+0057","U+0057","W","sencoten"
"W̱","W̱","W̱","\u0057\u0331","\u0057\u0331","U+0057 U+0331","U+0057 U+0331","W","sencoten"
"X","X","X","\u0058","\u0058","U+0058","U+0058","X","sencoten"
"X̱","X̱","X̱","\u0058\u0331","\u0058\u0331","U+0058 U+0331","U+0058 U+0331","X","sencoten"
"Y","Y","Y","\u0059","\u0059","U+0059","U+0059","Y","sencoten"
"Z","Z","Z","\u005A","\u005A","U+005A","U+005A","Z","sencoten"
"gy","gy","gy","\u0067\u0079","\u0067\u0079","U+0067 U+0079","U+0067 U+0079","gy","sguuxs,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax"
"k'w","k'w","k'w","\u006B\u0027\u0077","\u006B\u0027\u0077","U+006B U+0027 U+0077","U+006B U+0027 U+0077","k'w","sguuxs,smalgyax-kitsumkalum,smalgyax"
"ky","ky","ky","\u006B\u0079","\u006B\u0079","U+006B U+0079","U+006B U+0079","ky","sguuxs,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax"
"k'y","k'y","k'y","\u006B\u0027\u0079","\u006B\u0027\u0079","U+006B U+0027 U+0079","U+006B U+0027 U+0079","k'y","sguuxs,smalgyax-kitsumkalum,smalgyax"
"ü","ü","ü","\u0075\u0308","\u00FC","U+0075 U+0308","U+00FC","u","sguuxs,smalgyax-metlakatla,southern-tutchone"
"üü","üü","üü","\u0075\u0308\u0075\u0308","\u00FC\u00FC","U+0075 U+0308 U+0075 U+0308","U+00FC U+00FC","uu","sguuxs,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax"
"ẅ","ẅ","ẅ","\u0077\u0308","\u1E85","U+0077 U+0308","U+1E85","w","sguuxs,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax"
"'ẅ","'ẅ","'ẅ","\u0027\u0077\u0308","\u0027\u1E85","U+0027 U+0077 U+0308","U+0027 U+1E85","'w","sguuxs,smalgyax-kitsumkalum,smalgyax"
"xy","xy","xy","\u0078\u0079","\u0078\u0079","U+0078 U+0079","U+0078 U+0079","xy","sguuxs"
"ch̕","ch̕","ch̕","\u0063\u0068\u0315","\u0063\u0068\u0315","U+0063 U+0068 U+0315","U+0063 U+0068 U+0315","ch","she-shashishalhem"
"k̕","k̕","k̕","\u006B\u0315","\u006B\u0315","U+006B U+0315","U+006B U+0315","k","she-shashishalhem"
"kw̕","kw̕","kw̕","\u006B\u0077\u0315","\u006B\u0077\u0315","U+006B U+0077 U+0315","U+006B U+0077 U+0315","kw","she-shashishalhem"
"ḵ̕","ḵ̕","ḵ̕","\u006B\u0331\u0315","\u1E35\u0315","U+006B U+0331 U+0315","U+1E35 U+0315","k","she-shashishalhem"
"ḵw̕","ḵw̕","ḵw̕","\u006B\u0331\u0077\u0315","\u1E35\u0077\u0315","U+006B U+0331 U+0077 U+0315","U+1E35 U+0077 U+0315","kw","she-shashishalhem"
"p̕","p̕","p̕","\u0070\u0315","\u0070\u0315","U+0070 U+0315","U+0070 U+0315","p","she-shashishalhem"
"tl̕","tl̕","tl̕","\u0074\u006C\u0315","\u0074\u006C\u0315","U+0074 U+006C U+0315","U+0074 U+006C U+0315","tl","she-shashishalhem"
"ts̕","ts̕","ts̕","\u0074\u0073\u0315","\u0074\u0073\u0315","U+0074 U+0073 U+0315","U+0074 U+0073 U+0315","ts","she-shashishalhem"
"ˀ","ˀ","ˀ","\u02C0","\u02C0","U+02C0","U+02C0","'","she-shashishalhem"
"a̱a̱","a̱a̱","a̱a̱","\u0061\u0331\u0061\u0331","\u0061\u0331\u0061\u0331","U+0061 U+0331 U+0061 U+0331","U+0061 U+0331 U+0061 U+0331","aa","smalgyax-metlakatla"
"aˈa","aˈa","aˈa","\u0061\u02C8\u0061","\u0061\u02C8\u0061","U+0061 U+02C8 U+0061","U+0061 U+02C8 U+0061","a'a","smalgyax-metlakatla"
"a̱ˈa̱","a̱ˈa̱","a̱ˈa̱","\u0061\u0331\u02C8\u0061\u0331","\u0061\u0331\u02C8\u0061\u0331","U+0061 U+0331 U+02C8 U+0061 U+0331","U+0061 U+0331 U+02C8 U+0061 U+0331","a'a","smalgyax-metlakatla"
"ʣ","ʣ","ʣ","\u02A3","\u02A3","U+02A3","U+02A3","dz","smalgyax-metlakatla"
"eˈe","eˈe","eˈe","\u0065\u02C8\u0065","\u0065\u02C8\u0065","U+0065 U+02C8 U+0065","U+0065 U+02C8 U+0065","e'e","smalgyax-metlakatla"
"ǥ","ǥ","ǥ","\u01E5","\u01E5","U+01E5","U+01E5","g","smalgyax-metlakatla"
"iˈi","iˈi","iˈi","\u0069\u02C8\u0069","\u0069\u02C8\u0069","U+0069 U+02C8 U+0069","U+0069 U+02C8 U+0069","i'i","smalgyax-metlakatla"
"kˈ","kˈ","kˈ","\u006B\u02C8","\u006B\u02C8","U+006B U+02C8","U+006B U+02C8","k'","smalgyax-metlakatla"
"kˈw","kˈw","kˈw","\u006B\u02C8\u0077","\u006B\u02C8\u0077","U+006B U+02C8 U+0077","U+006B U+02C8 U+0077","k'w","smalgyax-metlakatla"
"kˈy","kˈy","kˈy","\u006B\u02C8\u0079","\u006B\u02C8\u0079","U+006B U+02C8 U+0079","U+006B U+02C8 U+0079","k'y","smalgyax-metlakatla"
"ḵˈ","ḵˈ","ḵˈ","\u006B\u0331\u02C8","\u1E35\u02C8","U+006B U+0331 U+02C8","U+1E35 U+02C8","k'","smalgyax-metlakatla"
"ˈl","ˈl","ˈl","\u02C8\u006C","\u02C8\u006C","U+02C8 U+006C","U+02C8 U+006C","'l","smalgyax-metlakatla"
"ˈm","ˈm","ˈm","\u02C8\u006D","\u02C8\u006D","U+02C8 U+006D","U+02C8 U+006D","'m","smalgyax-metlakatla"
"ˈn","ˈn","ˈn","\u02C8\u006E","\u02C8\u006E","U+02C8 U+006E","U+02C8 U+006E","'n","smalgyax-metlakatla"
"oˈo","oˈo","oˈo","\u006F\u02C8\u006F","\u006F\u02C8\u006F","U+006F U+02C8 U+006F","U+006F U+02C8 U+006F","o'o","smalgyax-metlakatla"
"oy","oy","oy","\u006F\u0079","\u006F\u0079","U+006F U+0079","U+006F U+0079","oy","smalgyax-metlakatla"
"ooy","ooy","ooy","\u006F\u006F\u0079","\u006F\u006F\u0079","U+006F U+006F U+0079","U+006F U+006F U+0079","ooy","smalgyax-metlakatla"
"pˈ","pˈ","pˈ","\u0070\u02C8","\u0070\u02C8","U+0070 U+02C8","U+0070 U+02C8","p'","smalgyax-metlakatla"
"tˈ","tˈ","tˈ","\u0074\u02C8","\u0074\u02C8","U+0074 U+02C8","U+0074 U+02C8","t'","smalgyax-metlakatla"
